Environment,Task,SolutionConcept,Method,Epoch,Iteration,Risk,ExpectedReward,BFViolated,RegretViolated,observe_convergence,run_time,check_CE,check_CE_origame
FairGamble,MDCE,MaxRew,ModRew,0,51,48.793620922935084,0.0,0.2451240197731792,0.01541290870621696,False,54.74732327461243,0.6341845398412838,0.3132590515822238
FairGamble,MDCE,MaxRew,ModRew,0,52,48.74841676519704,0.0,0.25665297767537965,0.016111967608072878,False,55.77084445953369,0.08505467603218364,0.44519903465400773
FairGamble,MDCE,MaxRew,ModRew,0,53,48.09824797627401,0.0,0.4668646388807218,0.029826035750532175,False,56.487019777297974,0.270638289487127,0.1465412741280152
FairGamble,MDCE,MaxRew,ModRew,0,54,47.9641017139492,0.0,0.4770017475227917,0.030650713854100925,False,57.356391191482544,0.5098903297779722,0.07931884085334052
FairGamble,MDCE,MaxRew,ModRew,0,55,47.756105144276134,0.0,0.5141277356928384,0.033068264184746246,False,58.386667013168335,0.5480304273444052,0.1940263646171092
FairGamble,MDCE,MaxRew,ModRew,0,56,47.910734918161715,0.0,0.41601089267280855,0.02663521603718104,False,59.13766002655029,0.6476420936563039,0.10742730500823433
FairGamble,MDCE,MaxRew,ModRew,0,57,47.59360844610438,0.0,0.556148536078986,0.0351225441517609,False,59.819400787353516,0.38404881652434775,0.4468577587901227
FairGamble,MDCE,MaxRew,ModRew,0,58,48.165715514159956,0.0,0.31167507392291327,0.019326969230825268,False,60.569396018981934,0.6903746731790108,0.4316529846524631
FairGamble,MDCE,MaxRew,ModRew,0,59,48.636744476709524,0.0,0.15446510157644155,0.009533792129314336,False,61.45605230331421,0.23867699202621318,0.5199157104769336
FairGamble,MDCE,MaxRew,ModRew,0,60,48.58847516804564,0.0,0.17768419699837779,0.009080800500958788,False,62.29627966880798,0.09023572144685246,0.43157993961211705
FairGamble,MDCE,MaxRew,ModRew,0,61,46.625485212044204,0.0,1.1202303118529855,0.07108042406428079,False,63.52100658416748,0.0907264822863263,0.5800391010861188
FairGamble,MDCE,MaxRew,ModRew,0,62,48.69061693360823,0.0,0.21863655369583057,0.010921083648236435,False,64.47297191619873,0.16234724040534992,0.2381391687841259
FairGamble,MDCE,MaxRew,ModRew,0,63,47.59700125968786,0.0,0.6653190276099892,0.03323436171558003,False,65.37711453437805,0.7177762933156314,0.5029710243395641
FairGamble,MDCE,MaxRew,ModRew,0,64,44.046869096555476,0.0,1.1816708559886777,0.07169991371206946,False,67.528395652771,0.1345857997406975,0.6094815467377123
FairGamble,MDCE,MaxRew,ModRew,0,65,17.635352775683813,0.0,0.18975449416736012,0.011853377066800716,False,68.20462131500244,0.47130303482395286,0.5002719783471653
FairGamble,MDCE,MaxRew,ModRew,0,66,20.217203625571997,0.0,0.0010171991265011116,6.407566310209778e-05,False,70.22328066825867,0.24558626489092839,0.24004204029593734
FairGamble,MDCE,MaxRew,ModRew,0,67,21.340016603342914,0.0,0.0010426260249687402,6.601243461891448e-05,False,73.53645634651184,0.22978803045499666,0.26405210162917414
FairGamble,MDCE,MaxRew,ModRew,0,68,22.034955092385943,0.0,0.001062110461269583,6.776123977721149e-05,False,74.26850152015686,0.1359266308202196,0.22033681864775856
FairGamble,MDCE,MaxRew,ModRew,0,69,22.708411704301717,0.0,0.0009836475056772542,6.163635850126026e-05,False,75.11527276039124,0.12928331932097792,0.12096396425968708
FairGamble,MDCE,MaxRew,ModRew,0,70,23.405574274730924,0.0,0.0009834706179745467,6.148202578140638e-05,False,75.78947114944458,0.1037201358879819,0.35635267252325126
FairGamble,MDCE,MaxRew,ModRew,0,71,24.261296419949243,0.0,0.0009748256706316738,6.1006299834992506e-05,False,76.99425172805786,0.18048423512161538,0.15680479332709638
FairGamble,MDCE,MaxRew,ModRew,0,72,24.980318203111967,0.0,0.0020577521473938987,0.00012689989569236284,False,77.99899530410767,0.09896599713176635,0.23138748920678587
FairGamble,MDCE,MaxRew,ModRew,0,73,25.853204334436185,0.0,0.000962205592202281,6.0139725570555747e-05,False,78.65897727012634,0.10257945954772078,0.05144858244694517
FairGamble,MDCE,MaxRew,ModRew,0,74,26.24256854878867,0.0,0.0010070103736552483,6.4325570411701e-05,False,79.31622099876404,0.09308033155971529,0.29983129943989173
FairGamble,MDCE,MaxRew,ModRew,0,75,26.681348278015385,0.0,0.0009377905496279482,5.890135962288712e-05,False,80.03643822669983,0.06326258959604647,0.079630411440478
FairGamble,MDCE,MaxRew,ModRew,0,76,27.626627367283874,0.0,0.05417052053889648,0.003386382159252299,False,80.83630037307739,0.19193232415776507,0.18513038572489854
FairGamble,MDCE,MaxRew,ModRew,0,77,28.665093508743414,0.0,0.002284461255072756,0.0001431932333631758,False,81.50254964828491,0.1833485998247754,0.2886158235601153
FairGamble,MDCE,MaxRew,ModRew,0,78,29.89020780109312,0.0,0.06873497470401446,0.0033393630701156612,False,82.99857878684998,0.11381734673076305,0.21355585320067616
FairGamble,MDCE,MaxRew,ModRew,0,79,31.341498299515674,0.0,0.001457598632192969,9.131641581895778e-05,False,83.87330842018127,0.3773693603921485,0.941081484232275
FairGamble,MDCE,MaxRew,ModRew,0,80,31.84383090102265,0.0,0.047069051642793625,0.002880795524343144,False,85.54288578033447,0.10302562903779877,0.5421728783936731
FairGamble,MDCE,MaxRew,ModRew,0,81,31.854678280936152,0.0,0.00219945456713333,0.00014085413348529502,False,87.63728880882263,0.07790483179810437,0.16870235895593885
FairGamble,MDCE,MaxRew,ModRew,0,82,31.402635458015247,0.0,0.11259362683777852,0.006876663929032044,False,89.9420838356018,0.04633234419768833,0.05326255966190722
FairGamble,MDCE,MaxRew,ModRew,0,83,31.05475227138124,0.0,0.1873503484681862,0.011444090305777033,False,90.62326383590698,0.08768885923177888,0.06664482317606557
FairGamble,MDCE,MaxRew,ModRew,0,84,31.838595999730213,0.0,0.12779755051911224,0.004829337142519189,False,91.42512059211731,0.09456874390656261,0.0872043725784088
FairGamble,MDCE,MaxRew,ModRew,0,85,33.03477217317579,0.0,0.0013992473541861727,5.4577821434081755e-05,False,92.36361336708069,0.025719329136087432,0.026748738234409153
FairGamble,MDCE,MaxRew,ModRew,0,86,33.263869405533626,0.0,0.002685871892396108,0.0001117391006132093,False,94.11408972740173,0.04491080742798031,0.01875652106188311
FairGamble,MDCE,MaxRew,ModRew,0,87,33.35025553618752,0.0,0.0009671873424679234,3.434167792856089e-05,False,95.04652762413025,0.027619613855972114,0.18422161898119552
FairGamble,MDCE,MaxRew,ModRew,0,88,33.91344594932674,0.0,0.0008024156987360698,4.0546839662557556e-05,False,96.87667226791382,0.1300522697194799,0.13390950627664197
FairGamble,MDCE,MaxRew,ModRew,0,89,36.21014589507034,0.0,0.0004465807816131928,2.28576734917759e-05,False,99.1107907295227,0.18041193940741254,0.21487578543424468
FairGamble,MDCE,MaxRew,ModRew,0,90,16.645165134585593,0.0,0.6157993753262758,0.031362963022614945,False,99.7431013584137,0.15682438335136617,0.16221646206933635
FairGamble,MDCE,MaxRew,ModRew,0,91,14.869881801961093,0.0,0.5186084162161038,0.025955118273691336,False,100.68301773071289,0.12628990818377578,0.07965852768229044
FairGamble,MDCE,MaxRew,ModRew,0,92,15.284759877553041,0.0,0.5647658005978329,0.028513694313576976,False,101.51280045509338,0.05948543777633883,0.1038711090824266
FairGamble,MDCE,MaxRew,ModRew,0,93,15.722153627088318,0.0,0.5139559208614344,0.025934248912366377,False,102.8083381652832,0.12537782866122119,0.05367931226274276
FairGamble,MDCE,MaxRew,ModRew,0,94,13.445535440728674,0.0,0.005558190032012078,0.00020956021324719724,False,104.23763060569763,0.20825371499097833,0.07274643124357147
FairGamble,MDCE,MaxRew,ModRew,0,95,13.847082740646892,0.0,0.012370850677783096,0.00046998990464045703,False,105.00773739814758,0.09941409988962242,0.06670699400546205
FairGamble,MDCE,MaxRew,ModRew,0,96,37.20514971495348,0.0,0.003948891627317153,0.00019448053572338614,False,105.89237308502197,0.15658676537297925,0.10453434145788307
FairGamble,MDCE,MaxRew,ModRew,0,97,34.69567549354019,0.0,0.007750599527149404,0.00047301507795499475,False,107.1001455783844,0.091266398635171,0.5384776288109118
FairGamble,MDCE,MaxRew,ModRew,0,98,32.69991048212828,0.0,0.0009554445864736749,6.732294774312864e-05,False,108.16829109191895,0.22550496737286155,0.6727757339789839
FairGamble,MDCE,MaxRew,ModRew,0,99,32.359091233703914,0.0,0.0008757847721767575,5.4976089657099436e-05,False,109.58151435852051,0.5968754158150706,0.09263024744256154
FairGamble,MDCE,MaxRew,ModRew,0,100,32.83592232189048,0.0,0.002851865723172864,0.0003791456436601573,False,111.20447778701782,0.12233181784468262,0.1941531434680513
FairGamble,MDCE,MaxRew,ModRew,0,101,34.25478732665965,0.0,0.0014554054431741292,9.191645951878158e-05,False,112.46912670135498,0.17634169462576743,0.06396480297059082
FairGamble,MDCE,MaxRew,ModRew,0,102,35.01686830356248,0.0,0.0008783602157791393,5.533894975823239e-05,False,113.30693483352661,0.09637507791338079,0.2736850235787678
FairGamble,MDCE,MaxRew,ModRew,0,103,36.473423988011774,0.0,0.0010566347449554314,6.494623856195814e-05,False,114.04715085029602,0.6675543794999721,0.20943781083209978
FairGamble,MDCE,MaxRew,ModRew,0,104,18.76789922239487,0.0,0.6454290073876265,0.0398131722501355,False,116.07040667533875,0.15082646331182414,0.12666669567130864
FairGamble,MDCE,MaxRew,ModRew,0,105,17.498436798274184,0.0,0.584199130701073,0.032040765696649764,False,116.95407390594482,0.1392107706270828,0.20671401563602476
FairGamble,MDCE,MaxRew,ModRew,0,106,17.78316593277328,0.0,0.6382112140727187,0.04015929229578513,False,118.62014317512512,0.20640499862451533,0.2711819121773788
FairGamble,MDCE,MaxRew,ModRew,0,107,17.57527136596316,0.0,0.6322339551620075,0.040320963326898204,False,119.298330783844,0.2260074437319606,0.041479044094876766
FairGamble,MDCE,MaxRew,ModRew,0,108,17.65791078856818,0.0,0.6644565437562875,0.042284144775087365,False,120.32163166999817,0.2182788431426543,0.19418853313979706
FairGamble,MDCE,MaxRew,ModRew,0,109,16.739535802325193,0.0,0.6726394186055842,0.03916718485145984,False,121.27509140968323,0.15201518196314912,0.14435199861964226
FairGamble,MDCE,MaxRew,ModRew,0,110,16.121543214044987,0.0,0.5851137450965567,0.027397440231917092,False,121.88147068023682,0.07459638590121949,0.08863604860876158
FairGamble,MDCE,MaxRew,ModRew,0,111,16.39376627886201,0.0,0.4949590095433436,0.023159004158811183,False,122.58450245857239,0.06999673670075944,0.04768856493286488
FairGamble,MDCE,MaxRew,ModRew,0,112,35.99608815053167,0.0,0.0008484084292632588,5.267047773446776e-05,False,123.7414391040802,0.3243705471284386,0.4094952054331397
FairGamble,MDCE,MaxRew,ModRew,0,113,34.66812890481084,0.0,0.0005760093185784854,1.1424421076186063e-05,False,126.0388126373291,0.08315423510232528,0.052275963177609575
FairGamble,MDCE,MaxRew,ModRew,0,114,33.26658505675706,0.0,0.0007151049402338572,1.124380659347838e-05,False,126.762033700943,0.03513009240418835,0.0353202566319184
FairGamble,MDCE,MaxRew,ModRew,0,115,32.395785465307156,0.0,0.0010698444612629032,3.541804281489455e-05,False,127.76952934265137,0.01801128858087541,0.025663987940149374
FairGamble,MDCE,MaxRew,ModRew,0,116,32.643551186429896,0.0,0.0004790355320380968,2.911319052775757e-05,False,128.76020073890686,0.2088723008721811,0.5555963621086615
FairGamble,MDCE,MaxRew,ModRew,0,117,30.593475254783005,0.0,0.0009170904649877798,5.882269284890329e-05,False,130.12070488929749,0.26521135081310254,0.06564603922130857
FairGamble,MDCE,MaxRew,ModRew,0,118,29.157846351814097,0.0,0.001365857183749597,8.753419671136964e-05,False,131.52400732040405,0.19131700352869885,0.19728236736177068
FairGamble,MDCE,MaxRew,ModRew,0,119,28.244332949571884,0.0,0.0009038861536794229,5.78307987826876e-05,False,132.53013563156128,0.5279555487478262,0.327463756371625
FairGamble,MDCE,MaxRew,ModRew,0,120,27.575094172415323,0.0,0.0012023012150308432,7.789019068191183e-05,False,134.09249138832092,0.07518369521569178,0.306348526662061
FairGamble,MDCE,MaxRew,ModRew,0,121,26.312243989446088,0.0,0.0732791414098628,0.0029208122536717226,False,135.44891571998596,0.09165223554303027,0.060124367515124344
FairGamble,MDCE,MaxRew,ModRew,0,122,26.108330639003643,0.0,0.0007884927302725941,4.7863721406751304e-05,False,136.60759568214417,0.04814894367776351,0.059219873543328805
FairGamble,MDCE,MaxRew,ModRew,0,123,26.166790109824323,0.0,0.0003593265719388228,1.1686778534744933e-05,False,141.02535009384155,0.21492883644229466,0.05255988056436874
FairGamble,MDCE,MaxRew,ModRew,0,124,26.105179915310586,0.0,0.0006192928011827803,3.785345568250394e-05,False,141.76338458061218,0.15212408489233567,0.14813856575921105
FairGamble,MDCE,MaxRew,ModRew,0,125,24.037535902519323,0.0,0.00023486314059084634,1.1370385514151545e-05,False,144.36751103401184,0.061103983829854644,0.09131398173231328
FairGamble,MDCE,MaxRew,ModRew,0,126,27.726348897830018,0.0,0.00032292655095034206,1.843533871907459e-05,False,145.43838024139404,0.006504287954903432,0.05388778225965081
FairGamble,MDCE,MaxRew,ModRew,0,127,25.039791145677768,0.0,0.0002591834095255763,1.147942707596975e-05,False,146.41898679733276,0.05832801502423522,0.02742049119137295
FairGamble,MDCE,MaxRew,ModRew,0,128,25.111863769082063,0.0,0.0002481570839449887,1.5054262384031455e-05,False,147.7444450855255,0.07164191287673116,0.0906257269761972
FairGamble,MDCE,MaxRew,ModRew,0,129,46.57471680374607,0.0,0.06499725455216776,0.00395503768764212,False,148.59697365760803,0.00620542636121163,0.03174260640055254
FairGamble,MDCE,MaxRew,ModRew,0,130,47.23784826982953,0.0,0.005140780447554505,0.00030527311874595177,False,149.90248465538025,0.05504285592403979,0.04501616183173632
FairGamble,MDCE,MaxRew,ModRew,0,131,44.21621635202827,0.0,0.7535378088396953,0.04553001843017802,False,150.5826895236969,0.051658480316704905,0.04542120856201212
FairGamble,MDCE,MaxRew,ModRew,0,132,44.56254673221765,0.0,0.7599311571710317,0.045831637059200916,False,151.3327136039734,0.04597583588512207,0.04588446558959727
FairGamble,MDCE,MaxRew,ModRew,0,133,44.68908023979011,0.0,0.7709781562085922,0.04648436805887228,False,152.0103313922882,0.0690198332575969,0.15879595383575495
FairGamble,MDCE,MaxRew,ModRew,0,134,47.56302648368583,0.0,0.0011314241380233625,2.087282178230418e-05,False,154.247540473938,0.2259544768632762,0.13310598863723055
FairGamble,MDCE,MaxRew,ModRew,0,135,24.469389552539877,0.0,0.0003693032257601203,2.2381576452632354e-05,False,155.0194776058197,0.17167788347719648,0.20178593443585024
FairGamble,MDCE,MaxRew,ModRew,0,136,24.27238834847771,0.0,0.00023124762521575803,1.4007413320406712e-05,False,155.8218789100647,0.0397230501288381,0.06369013562162858
FairGamble,MDCE,MaxRew,ModRew,0,137,23.918488763653965,0.0,0.0004881620220800187,2.2751330225738443e-05,False,157.03408694267273,0.043871229218100494,0.03442250195736826
FairGamble,MDCE,MaxRew,ModRew,0,138,19.962694487249138,0.0,0.00025241565391098675,1.536941481430812e-05,False,158.73391723632812,0.17165117159731738,0.08215009897823178
FairGamble,MDCE,MaxRew,ModRew,0,139,19.74317229800421,0.0,0.0036318463056090877,0.00013225637295574891,False,160.28631949424744,0.14033066379434325,0.2559317492842495
FairGamble,MDCE,MaxRew,ModRew,0,140,16.43851170391366,0.0,0.4511593787741006,0.0272232937913126,False,161.03332328796387,0.19539927818638933,0.19370787546874874
FairGamble,MDCE,MaxRew,ModRew,0,141,14.273755526904193,0.0,0.4141822714330985,0.01922498446332556,False,161.91898560523987,0.19562562505537498,0.12281610684066757
FairGamble,MDCE,MaxRew,ModRew,0,142,14.35433332258196,0.0,0.3633888568674877,0.016821472408349598,False,163.06093406677246,0.41307545569420623,0.20180843314362262
FairGamble,MDCE,MaxRew,ModRew,0,143,15.012415550650157,0.0,0.2760647800744849,0.013950422175698467,False,164.2876842021942,0.1308072238448829,0.060925299812857076
FairGamble,MDCE,MaxRew,ModRew,0,144,21.878910459584013,0.0,0.0009130366904770426,5.130291176977733e-05,False,165.38758778572083,0.2644089317195344,0.16038175005357935
FairGamble,MDCE,MaxRew,ModRew,0,145,21.327764033401202,0.0,0.0008883689120651184,4.2338409582045634e-05,False,166.80632996559143,0.16407161006355686,0.09496281435604582
FairGamble,MDCE,MaxRew,ModRew,0,146,21.07446362860369,0.0,0.048742933347455164,0.0023229547134714862,False,167.74143147468567,0.10503145754491311,0.12416156876107029
FairGamble,MDCE,MaxRew,ModRew,0,147,21.052895600665455,0.0,0.00027883607277345845,1.1424794378335888e-05,False,168.50757932662964,0.4281857466229051,0.11562118537352495
FairGamble,MDCE,MaxRew,ModRew,0,148,21.198714984699752,0.0,0.0002763115136303895,1.6696503977355837e-05,False,170.8114459514618,0.5417572861099628,0.13978593750690116
FairGamble,MDCE,MaxRew,ModRew,0,149,21.57752018579344,0.0,0.041043528496004456,0.002475967085878221,False,172.04415202140808,0.08094669512179394,0.13770947237368653
FairGamble,MDCE,MaxRew,ModRew,0,150,22.301798283845194,0.0,0.00024864966184168225,1.1275351945711435e-05,False,174.4890010356903,0.05380354790733827,0.06516221496958405
FairGamble,MDCE,MaxRew,ModRew,0,151,22.56883528652174,0.0,0.0002535857408432207,1.5391667513763436e-05,False,175.1502411365509,0.07230789384676246,0.035882850225906954
FairGamble,MDCE,MaxRew,ModRew,0,152,22.783942395416148,0.0,0.03817504860203513,0.0021875540329790583,False,176.98489427566528,0.09426728202116597,0.028395483413978267
FairGamble,MDCE,MaxRew,ModRew,0,153,23.12416417907015,0.0,0.00024603546009416277,1.1178706940837879e-05,False,178.79808497428894,0.08854352935534947,0.06863263662630562
FairGamble,MDCE,MaxRew,ModRew,0,154,23.562368304317726,0.0,0.040510892973330215,0.0033769238339492907,False,179.77350687980652,0.07708799394536803,0.06204419766368414
FairGamble,MDCE,MaxRew,ModRew,0,155,24.26932522409417,0.0,0.04158684893371145,0.001933935561054134,False,182.31976747512817,0.014113514067646937,0.037611527544508146
FairGamble,MDCE,MaxRew,ModRew,0,156,24.396640088594395,0.0,0.00024028020718702692,1.1210182388521062e-05,False,184.12095379829407,0.09748292649485785,0.0212219651404322
FairGamble,MDCE,MaxRew,ModRew,0,157,24.52480533293562,0.0,0.0002498906014736235,1.1069499357772e-05,False,186.30389833450317,0.08058129021832992,0.024679798733500874
FairGamble,MDCE,MaxRew,ModRew,0,158,25.12368265028994,0.0,0.0008249883640942812,4.966592093210021e-05,False,187.17176842689514,0.035496412738878484,0.08704430596595689
FairGamble,MDCE,MaxRew,ModRew,0,159,25.836780046036605,0.0,0.005206445893392697,0.00031182400986590035,False,188.65480256080627,0.060064825866597955,0.04862310118621092
FairGamble,MDCE,MaxRew,ModRew,0,160,26.906277080050355,0.0,0.002489155365239526,0.0001487446911513932,False,190.03311896324158,0.10509456278492847,0.05841739707835295
FairGamble,MDCE,MaxRew,ModRew,0,161,28.276702389805383,0.0,0.0003868045575927681,1.2925273673910359e-05,False,191.16910934448242,0.1504842364883916,0.16159645740158668
