Environment,Task,SolutionConcept,Method,Epoch,Iteration,Risk,ExpectedReward,BFViolated,RegretViolated,observe_convergence,run_time,check_CE
FairGamble,MDCE,DBCE,DBCE,0,44,0.337594899,0,0.001804046,0.000126112,FALSE,56.299824,0.078056264
FairGamble,MDCE,DBCE,DBCE,0,45,0.340287646,0,0.019285726,0.001062551,FALSE,57.42493677,0.086811995
FairGamble,MDCE,DBCE,DBCE,0,46,0.328082495,0,0.001996319,0.000138761,FALSE,58.70204544,0.086175774
FairGamble,MDCE,DBCE,DBCE,0,47,0.324823077,0,0.00278127,0.000183541,FALSE,60.45052838,0.131416096
FairGamble,MDCE,DBCE,DBCE,0,48,0.32006075,0,0.001568015,0.000109874,FALSE,61.79094625,0.088459658
FairGamble,MDCE,DBCE,DBCE,0,49,0.324144674,0,0.288885386,0.003984563,FALSE,64.05617142,0.089110101
FairGamble,MDCE,DBCE,DBCE,0,50,0.310781627,0,0.001554295,0.000108706,FALSE,64.94631958,0.091815541
FairGamble,MDCE,DBCE,DBCE,0,51,0.30932448,0,0.002779848,0.000185498,FALSE,65.75515866,0.091361064
FairGamble,MDCE,DBCE,DBCE,0,52,0.304675004,0,0.001515841,0.000105727,FALSE,66.90508556,0.098517703
FairGamble,MDCE,DBCE,DBCE,0,53,0.304382143,0,0.002775328,0.000183589,FALSE,67.89444137,0.090125129
FairGamble,MDCE,DBCE,DBCE,0,54,0.300785312,0,0.001521845,0.000106034,FALSE,70.90314221,0.099799715
FairGamble,MDCE,DBCE,DBCE,0,55,0.301179289,0,0.004550414,0.000367625,FALSE,72.74476314,0.098167389
FairGamble,MDCE,DBCE,DBCE,0,56,0.302838972,0,0.001675358,0.001265957,FALSE,73.82986331,0.099354039
FairGamble,MDCE,DBCE,DBCE,0,57,0.298544836,0,0.00759968,0.000432099,FALSE,74.42726707,0.098758793
FairGamble,MDCE,DBCE,DBCE,0,58,0.294679248,0,0.002016225,0.000138336,FALSE,75.7781837,0.104036915
